2025-01-12 18:30:01,974 - INFO - Testing console logging.
2025-01-12 18:30:02,193 - INFO - Training with Vectorized Data 100 features. Dropout Rate 0.90. Dataset Size 2388
2025-01-12 18:30:03,292 - INFO - Epoch [1/100], Train Accuracy: 0.3743, Val Accuracy: 0.5669
2025-01-12 18:30:03,406 - INFO - Epoch [2/100], Train Accuracy: 0.8026, Val Accuracy: 0.8954
2025-01-12 18:30:03,526 - INFO - Epoch [3/100], Train Accuracy: 0.9126, Val Accuracy: 0.9205
2025-01-12 18:30:03,629 - INFO - Epoch [4/100], Train Accuracy: 0.9340, Val Accuracy: 0.9205
2025-01-12 18:30:03,730 - INFO - Epoch [5/100], Train Accuracy: 0.9429, Val Accuracy: 0.9184
2025-01-12 18:30:03,837 - INFO - Epoch [6/100], Train Accuracy: 0.9476, Val Accuracy: 0.9079
2025-01-12 18:30:03,946 - INFO - Epoch [7/100], Train Accuracy: 0.9571, Val Accuracy: 0.9163
2025-01-12 18:30:04,052 - INFO - Epoch [8/100], Train Accuracy: 0.9555, Val Accuracy: 0.9163
2025-01-12 18:30:04,155 - INFO - Epoch [9/100], Train Accuracy: 0.9560, Val Accuracy: 0.9059
2025-01-12 18:30:04,254 - INFO - Epoch [10/100], Train Accuracy: 0.9576, Val Accuracy: 0.9205
2025-01-12 18:30:04,363 - INFO - Epoch [11/100], Train Accuracy: 0.9597, Val Accuracy: 0.9184
2025-01-12 18:30:04,465 - INFO - Epoch [12/100], Train Accuracy: 0.9613, Val Accuracy: 0.9163
2025-01-12 18:30:04,572 - INFO - Epoch [13/100], Train Accuracy: 0.9644, Val Accuracy: 0.9184
2025-01-12 18:30:04,672 - INFO - Epoch [14/100], Train Accuracy: 0.9681, Val Accuracy: 0.9163
2025-01-12 18:30:04,779 - INFO - Epoch [15/100], Train Accuracy: 0.9691, Val Accuracy: 0.9121
2025-01-12 18:30:04,877 - INFO - Epoch [16/100], Train Accuracy: 0.9717, Val Accuracy: 0.9142
2025-01-12 18:30:04,974 - INFO - Epoch [17/100], Train Accuracy: 0.9691, Val Accuracy: 0.9163
2025-01-12 18:30:05,084 - INFO - Epoch [18/100], Train Accuracy: 0.9733, Val Accuracy: 0.9121
2025-01-12 18:30:05,179 - INFO - Epoch [19/100], Train Accuracy: 0.9764, Val Accuracy: 0.9121
2025-01-12 18:30:05,281 - INFO - Epoch [20/100], Train Accuracy: 0.9780, Val Accuracy: 0.9142
2025-01-12 18:30:05,385 - INFO - Epoch [21/100], Train Accuracy: 0.9822, Val Accuracy: 0.9142
2025-01-12 18:30:05,490 - INFO - Epoch [22/100], Train Accuracy: 0.9791, Val Accuracy: 0.9163
2025-01-12 18:30:05,597 - INFO - Epoch [23/100], Train Accuracy: 0.9843, Val Accuracy: 0.9121
2025-01-12 18:30:05,702 - INFO - Epoch [24/100], Train Accuracy: 0.9853, Val Accuracy: 0.9121
2025-01-12 18:30:05,804 - INFO - Epoch [25/100], Train Accuracy: 0.9864, Val Accuracy: 0.9142
2025-01-12 18:30:05,908 - INFO - Epoch [26/100], Train Accuracy: 0.9874, Val Accuracy: 0.9100
2025-01-12 18:30:06,013 - INFO - Epoch [27/100], Train Accuracy: 0.9901, Val Accuracy: 0.9100
2025-01-12 18:30:06,112 - INFO - Epoch [28/100], Train Accuracy: 0.9932, Val Accuracy: 0.9163
2025-01-12 18:30:06,216 - INFO - Epoch [29/100], Train Accuracy: 0.9901, Val Accuracy: 0.9100
2025-01-12 18:30:06,324 - INFO - Epoch [30/100], Train Accuracy: 0.9937, Val Accuracy: 0.9121
2025-01-12 18:30:06,425 - INFO - Epoch [31/100], Train Accuracy: 0.9942, Val Accuracy: 0.9079
2025-01-12 18:30:06,534 - INFO - Epoch [32/100], Train Accuracy: 0.9921, Val Accuracy: 0.9079
2025-01-12 18:30:06,632 - INFO - Epoch [33/100], Train Accuracy: 0.9948, Val Accuracy: 0.9100
2025-01-12 18:30:06,733 - INFO - Epoch [34/100], Train Accuracy: 0.9948, Val Accuracy: 0.9121
2025-01-12 18:30:06,835 - INFO - Epoch [35/100], Train Accuracy: 0.9948, Val Accuracy: 0.9121
2025-01-12 18:30:06,941 - INFO - Epoch [36/100], Train Accuracy: 0.9953, Val Accuracy: 0.9079
2025-01-12 18:30:07,049 - INFO - Epoch [37/100], Train Accuracy: 0.9958, Val Accuracy: 0.9038
2025-01-12 18:30:07,149 - INFO - Epoch [38/100], Train Accuracy: 0.9969, Val Accuracy: 0.9079
2025-01-12 18:30:07,250 - INFO - Epoch [39/100], Train Accuracy: 0.9979, Val Accuracy: 0.9100
2025-01-12 18:30:07,352 - INFO - Epoch [40/100], Train Accuracy: 0.9963, Val Accuracy: 0.9059
2025-01-12 18:30:07,452 - INFO - Epoch [41/100], Train Accuracy: 0.9974, Val Accuracy: 0.9079
2025-01-12 18:30:07,560 - INFO - Epoch [42/100], Train Accuracy: 0.9984, Val Accuracy: 0.9142
2025-01-12 18:30:07,659 - INFO - Epoch [43/100], Train Accuracy: 0.9984, Val Accuracy: 0.9100
2025-01-12 18:30:07,759 - INFO - Epoch [44/100], Train Accuracy: 0.9984, Val Accuracy: 0.9038
2025-01-12 18:30:07,865 - INFO - Epoch [45/100], Train Accuracy: 0.9990, Val Accuracy: 0.9100
2025-01-12 18:30:07,977 - INFO - Epoch [46/100], Train Accuracy: 0.9990, Val Accuracy: 0.9121
2025-01-12 18:30:08,075 - INFO - Epoch [47/100], Train Accuracy: 0.9984, Val Accuracy: 0.9100
2025-01-12 18:30:08,173 - INFO - Epoch [48/100], Train Accuracy: 0.9990, Val Accuracy: 0.9079
2025-01-12 18:30:08,283 - INFO - Epoch [49/100], Train Accuracy: 0.9990, Val Accuracy: 0.9100
2025-01-12 18:30:08,433 - INFO - Epoch [50/100], Train Accuracy: 0.9990, Val Accuracy: 0.9079
2025-01-12 18:30:08,553 - INFO - Epoch [51/100], Train Accuracy: 0.9984, Val Accuracy: 0.9079
2025-01-12 18:30:08,731 - INFO - Epoch [52/100], Train Accuracy: 0.9990, Val Accuracy: 0.9059
2025-01-12 18:30:08,845 - INFO - Epoch [53/100], Train Accuracy: 0.9990, Val Accuracy: 0.9079
2025-01-12 18:30:09,026 - INFO - Epoch [54/100], Train Accuracy: 0.9990, Val Accuracy: 0.9100
2025-01-12 18:30:09,121 - INFO - Epoch [55/100], Train Accuracy: 0.9984, Val Accuracy: 0.9059
2025-01-12 18:30:09,215 - INFO - Epoch [56/100], Train Accuracy: 0.9990, Val Accuracy: 0.9100
2025-01-12 18:30:09,340 - INFO - Epoch [57/100], Train Accuracy: 0.9990, Val Accuracy: 0.9121
2025-01-12 18:30:09,442 - INFO - Epoch [58/100], Train Accuracy: 0.9990, Val Accuracy: 0.9100
2025-01-12 18:30:09,562 - INFO - Epoch [59/100], Train Accuracy: 0.9984, Val Accuracy: 0.9059
2025-01-12 18:30:09,652 - INFO - Epoch [60/100], Train Accuracy: 0.9984, Val Accuracy: 0.9059
2025-01-12 18:30:09,745 - INFO - Epoch [61/100], Train Accuracy: 0.9990, Val Accuracy: 0.9100
2025-01-12 18:30:09,867 - INFO - Epoch [62/100], Train Accuracy: 0.9990, Val Accuracy: 0.9059
2025-01-12 18:30:10,020 - INFO - Epoch [63/100], Train Accuracy: 0.9990, Val Accuracy: 0.9059
2025-01-12 18:30:10,119 - INFO - Epoch [64/100], Train Accuracy: 0.9984, Val Accuracy: 0.9100
2025-01-12 18:30:10,209 - INFO - Epoch [65/100], Train Accuracy: 0.9990, Val Accuracy: 0.9100
2025-01-12 18:30:10,315 - INFO - Epoch [66/100], Train Accuracy: 0.9984, Val Accuracy: 0.9100
2025-01-12 18:30:10,416 - INFO - Epoch [67/100], Train Accuracy: 0.9990, Val Accuracy: 0.9121
2025-01-12 18:30:10,517 - INFO - Epoch [68/100], Train Accuracy: 0.9990, Val Accuracy: 0.9017
2025-01-12 18:30:10,610 - INFO - Epoch [69/100], Train Accuracy: 0.9984, Val Accuracy: 0.9121
2025-01-12 18:30:10,701 - INFO - Epoch [70/100], Train Accuracy: 0.9984, Val Accuracy: 0.9100
2025-01-12 18:30:10,816 - INFO - Epoch [71/100], Train Accuracy: 0.9984, Val Accuracy: 0.9059
2025-01-12 18:30:10,926 - INFO - Epoch [72/100], Train Accuracy: 0.9990, Val Accuracy: 0.9079
2025-01-12 18:30:11,053 - INFO - Epoch [73/100], Train Accuracy: 0.9990, Val Accuracy: 0.9059
2025-01-12 18:30:11,176 - INFO - Epoch [74/100], Train Accuracy: 0.9984, Val Accuracy: 0.9017
